company_name,country,city,address,website,products
"CHANGZHOU YINLEI ELECTRONIC CO., LTD.",China,Changhzou,"NO.8, W.HEXIANG RD, WUJIN ECONOMIC DEVELOPMENT ZONE, JIANGSU, CHINA,Changhzou,Jiangsu,China",http://www.yinlei.com,"Conduit fittings, EMT CONNECTORS, yinlei, emt fitings, rigid fittingsconduit bodies, emt fittings, rigid fittings, yinlei, conduit fititngs, aluminum junction box, aluminum boxconduit fittings, yinlei, EMT CONNECTORS, Connector, yinlei, emt fitings, rigid  fitings"
CHANGZHOU YUYANG IMPORT&EXPORT COMPANY LTD.,China,Changhzou,"ROOM 807-809 BUILDING NO.2,FUCHEN BUILDING,NO.8 TAIHU EAST ROAD,XINBEI DISTRICT,CHANGZHOU,JIANGSU,Changhzou,Jiangsu,China",http://www.yuyangelec.com,SPLITTERCONNECTORSTYPE C /LIGHTNING/MICRO CABLE
"CHANGZHOU ZUNYUAN INTERNATIONAL TRADE CO.,LTD",China,Changhzou,"ROOM 402,SEALAND PLAZA,NO.20 GUANGHUA STREET,CHANGZHOU,CHINA,Changhzou,Jiangsu,China",http://czbyie.com.cn,Solar Street LampSOLAR GENERATORSOLAR GENERATOR
"CHAOWEI POWER CO., LTD",China,Huzhou,"XINXING INDUSTRY PARK, ZHICHENG TOWN, CHANGXING COUNTY, ZHEJIANG, CHINA,Huzhou,Zhejiang,China",http://www.cnchaowei.com,"lithium batteries, electric vehicles battery, 18650 batteriesVRLA gel battery for electric bicycle, 12V22ah lead acid battery, directly supplied by Chilwee manufacturer batterylithium battery, 48V lithium battery, green and environmental friendly electric bicycle "
"ChaoZhou Hailan Electronics CO,LTD",China,Chaozhou,"Feilibao Industrial Zone,Xinbu Road,Tongle Village,LongGang District,ShenZhen,China,Chaozhou,Guangdong,China",http://envis.com.cn/,"Indoor lighting, LED light, LED ceiling Lamp, remote control, Phone APP control, Smart Lighting, Light ceilingIndoor lighting, LED light, LED ceiling Lamp, remote control, Phone APP control, Smart Lighting, Light ceilingBluetooth music ceiling lamp, smart home option, Controlled by controller and Phone APP, with multifunction, such as play music, RGB light, bluetooth speaker ceiling light, modern led chandeliers"
"Chengdu ACT Technology Co., LTD",China,Chengdu,"1504, Floor 15, Building 1, 27 Hanghang Road, Chenghua District, Chengdu City, Sichuan Province,Chengdu,Sichuan,China",,"solar home energy storage batteries bms， 1a 2a active balance smart bms， bms board with screen lcd can rs485，100/200/300a bms systemSmart BMS, Ion/Lifepo4 battery management system,  200A 300A 500A 600A BMS, bms with can communucationhardware bms, small size bms protection board, BMS protection board, BMS hardware protection board"
CHENGDU C&R MANUFACTURE GROUP,China,Chengdu,"NO.117, GULOU SOUTH STREET, CHENGDU, CHINA,Chengdu,Sichuan,China",,"resistor,wire-wound resistor,fuse resistorshunt,precision shuntresistor,wire-wound resistor,fuse resistor"
"Chengdu C-Treng Trade Co.,Ltd",China,Chengdu,"No,903,9th floor,Building 2,1501 Riyue Avenue Section,Qingyang District,Chengdu,Chengdu,Sichuan,China",,"Smart USB, Safety protection door socketUniversal adapter socket/expansion socket/extension cable socketUniversal socket"
"CHENGDU EVERSTAR LIGHTING CO., LTD",China,Chengdu,"NO.288, SOUTH OF HUXIAN ROAD, PENGZHOU CITY, SICHUAN PROVINCE, P.R.C,Chengdu,Sichuan,China",http://WWW.CDTXL.COM,光感灯丝灯灯丝灯灯丝灯
"Chengdu Hizima Technology Co.,Ltd",China,Chengdu,"D2-2F, NO.199 MOLD INDUSTRIAL PARK, XIQU AVENUE,HI-TECH WEST ZONE,CHENGDU, SICHUAN, CHINA.,Pidu District,Chengdu,Sichuan,China",http://www.hizima.com,"Concealed Lock， Smart Lock，Bluetooth Lock, Electronic Lock, Keyless lockSmart padlock, Padlock, Keyless padlock, Bluetooth padlock, All weather padlock, Outdoor padlock, keyless lock solutioncam lock, smart cam lock, Camlock, Smart Camlock"
"Chengdu HKV electronic technology Co.,ltd.",China,Chengdu,"NO.27 Hangtian Road,Longtan Industrial Park, Chengdu city, China.,Chengdu,Sichuan,China",,"Solar lighting industrial lamp ufo led high bay light，Solar hightbay light industrial led ufo high bay light，smart Solar warehouse industrial high bay lightenergy saving led solar panel flood light，cool white outdoor led solar powered flood light 100w 200w 300w，300w 400w 500w high quality ip66 led solar flood lightled street lights, outdoor street lights, waterproof die-cast street lights"
"Chengdu Pauly International Trade & Technology Co., Ltd",China,,"11F,No.206 Shuncheng Ave. CHENGDU ,CHINA,China",http://www.cnpauly.com,Cooling fan
"CHENGDU PEDARO TECHNOLOGY CO.,LTD.",China,Chengdu,"B-7-5,NO.8 OF TONGCHENG RD.,QINGYANG INDUSTRIAL DISTRICT, CHENGDU,Chengdu,Sichuan,China",http://www.pedaro.com.cn/,"5G SPD,1U SPD, AC SPDPV DC SPD, PV SPD,LED SPD. LED Outdoor SPD"
"Chengdu Uni-Link Energy Development Co., Ltd.",China,Chengdu,"A-301 Public Secretary Platform 2nd Floor Block A No.5 Gaopeng Avenue  Gaoxin District Chengdu,Chengdu,Sichuan,China",www.cdynt.com,"Protable Power Station, RV Power Station, Camping Battery, Camping Power Station"
"Chengdun Minjiang Precision Cutting Tool Co.,Ltd",China,Chengdu,"Industrial City Economic Development Zone  , China,Chengdu,Sichuan,China",http://www.cntbaw.com,Light
CHINA  ELECTRONICS  SHENZHEN COMPANY,China,Shenzhen,"37/F.,BLOCK A,ELECTRONICS SCIENCE & TECHNOLOGY BLDG.,2070 SHENNANZHONGLU SHENZHEN,GUANGDONG,CHINA,Shenzhen,Guangdong,China",http://www.cesz.com,"IP44 led downlight, 5 inch downlight, dimmable led donwnlightGU10 spot lighting fitting,mr16 fitting, mr16 fitting, Aluminum downlight framebalcony ceiling light, design ceiling lights, flush mount led ceiling light housing"
CHINA  NATIONAL  ELECTRIC  IMPORT & EXPORT CORP.,China,City,"NO 8 BUIDING,GUAN DONG DIAN NAN JIE CHAO YANG MEN WAI BEIJING CHINA,City,Beijing,China",http://www.cuec.com.cn,"Solar outdoor lampMCCB, MOULDED CASE CIRCUIT  BREAKER, SWITCHcharger for electric vehicle, charger for electric E-sweeper, charger for cleaning machine, charger for E-motorcycle, charger for E-tricycle, charger for E-bike, charger for scooter, charger for motorcycle, Charger for electric tools, charger for toys"
CHINA BRIGHT INTERNATIONAL TRADE BEIJING LTD.,China,City,"ROOM A-6488, BUILDING 3, NO. 20, YONGAN ROAD, SHILONG ECONOMIC DEVELOPMENT ZONE, MENTOUGOU DISTRICT, BEIJING,City,Beijing,China",,table lamp
"CHINA CHENGDU INTERNATIONAL TECHNO-ECONOMIC COOPERATION  CO.,LTD.",China,Chengdu,"NO.49, HUAISHU STREET, CHENGDU,  CHINA,Chengdu,Sichuan,China",http://www.ccdietc.com,coaxial cableEXHAUST FANcable
"CHINA ELECTRONICS ZHUHAI CO.,LTD",China,Zhuhai,"6/F CEC BUILDING NO.1082 JIUZHOU AVENUE CENTRAL JIDA ZHUHAI GUANGDONG CHINA,Zhuhai,Guangdong,China",http://www.cec-zh.com,"Down light, Spot light, Grille Light, LED, COB, RecessedDown light, Spot light, Grille Light, LED, COB, RecessedDown light, Spot light, Grille Light, LED, COB, Recessed"
China Forestry Materials Corporation Limited,China,City,"THE INTERNATIONAL CENTER OF TIMES PROPERTY MANAGEMENT OFFICE BLDG.A. 26 FLOR. NO.101,SHAO YAO JU BELI, BEIJING, P.R.CHINA,City,Beijing,China",,solar flood light
"China Jiangsu International Economic and Technical Cooperation Group, Ltd",China,Nanjing,"5, WEST BEIJING RD., NANJING, CHINA,Gulou District,Nanjing,Jiangsu,China",http://www.zjgj.com,tracking lightSolar cellhighbay light
"CHINA MACHINERY ENGINEERING WUXI  CO.,LTD.",China,Wuxi,"15-16fi,A10buildin,777jianzhu West Road,Wuxi,Jiangsu,China,Wuxi,Jiangsu,China",,"Mono Cell, 166 Mono Cell，6BBceiling light, down light, spot lamp, recessed, MRSpot light, GU10/MR16 Surface mounted Spot light, GU10 Surface mounted Spot light, MR16 Surface mounted Spot light, Surface mounted Spot light"
"CHINA NAT.BUIL.MAT.& EQUIP. I/E CORP,.",China,City,"17-21TH FLOOR,NO.4 BUILDING,ZHUYU BUSINESS CENTER,SHOUTI SOUTH ROAD,HAIDIAN DISTRICT,BEIJING,CHINA,City,Beijing,China",http://www.icnbm.com,"solar system for homeSolar light, solar street light, PV light, Solar powered light, Garden light"
CHINA NATIONAL  MACHINERY IMP.&EXP.CORP.,China,City,"WEST WING OF SICHUAN MANSION, 1 FUCHENGMENWAI AVENUE, BEIJING,City,Beijing,China",http://cmc.genertce.com.cn,"Professional audio,  stage speaker, bocina,  led bluetooth speaker, party speaker, Jambal Speaker, Rohs Speaker, Active speaker, PA speaker, portable speaker box LED, LED LAMP, WALL LIGHT, LED WALL LIGHT, SPOT LIGHT, GARDEN LIGHT, CEILING LIGHT, FLOODLIGHTLED, LIGHT, OUTDOOR, WALL, ZHEJIANG, NINGBO, YUYAO"
CHINA NATIONAL CONSUMER ELECTRICS & ELECTRONICS IMP.& EXP.CORP.,China,City,"NO.910 9TH SECTION, JINSONG CHAOYANG DISTRICT, BEIJING, CHINA,Chaoyang District,City,Beijing,China",http://www.chinalight.com.cn/,"LED flood light, LED work light, work light, flodd lightLED flood light, LED work light, work light, flodd lightLED flood light, LED work light"
China National Instruments Import&Export Group Corporation,China,City,"INSTRIMPEX BUILDING,NO.6,XIZHIMENWAI STREET,XICHENG DISTRICT,BEIJING,City,Beijing,China",http://www.instrimpex.com.cn,Push button switchRecessed ceililng light
China National Materials Industry Import & Export Corporation,China,City,"13F, YUHUI BUILDING (A),NO.73,FUCHENG ROAD,HAIDIAN DISTRICT,BEIJING,CHINA,City,Beijing,China",http://www.sinoma.cc," wall switch, led switch, button switch, switch wall switch, led switch, button switch, switch, new switch, new design, switch socket, switchsocket, glass switch wall switch, led switch, button switch, switch, new switch, new design, glass switch, rocker switch, switch socket"
CHINA PRECISION MACHINERY I/E HARBIN CORP.,China,Harbin,"6/F.,SONGLEI BLDG.,160 ZHONGSHAN RD.,HARBIN CHINA,Harbin,Heilongjiang,China",,"LED ceiling lightLed signs, Led Signage, Dynamic signs, Animated signs, Slim light box,3D signage, indoor outdoor signage, Acrylic signage,led sign board, logo sign board, led signage design, neon led signs, glow sign board, flex sign, signage, logo signs, light boxdiy led letters.Free-match Led Signs,magnetic led sign"
"CHINA ZHEJIANG INTERNATIONAL ECONOMIC & TECHNICAL COOPERATION CO.,LTD.",China,,"NO.3 MACHENG RD., HANGZHOU, CHINA,China",http://www.zjetc.com,"decoration light, christmas light, outdoor fairy lightsdecoration light, christmas light, outdoor fairy lightsdecoration light, christmas light, outdoor fairy lights"
"CHINA--BASE  NINGBO  FOREIGN  TRADE  CO.,LTD.",China,Ningbo,"NO.666 TIANTONG SOUTH ROAD,NINGBO,CHINA,Ningbo,Zhejiang,China",https://www.seedslinks.com,
china-east resources import and export co.,China,City,"14BLDH, CUI WEI ZHONG LI, HAIDIAN DISTRICT, BEIJING, CHINA,City,Beijing,China",http://www.cerieco.com,lampholder lampholder bulb
"Chinaland Solar Energy Co., Ltd",China,Hefei,"NO.7, EAST LINQUAN ROAD, FEIDONG ECOMONIC DEVELOPMENT ZONE,HEFEI CITY, ANHUI PROVINCE, CHINA,Hefei,Anhui,China",http://www.sunergyworks.com,"Half-Cell-Technology; , MBB half cell;, high efficiency solar module;, solar panel;, half cell perc mono, 166mm solar cellsHalf-Cell-Technology; , MBB half cell;, high efficiency solar module;, solar panel;, half cell perc mono, 158.75mm solar cell panelHalf-Cell-Technology; , MBB half cell;, high efficiency solar module;, solar panel;, half cell perc mono, 166mm solar cells"
"CHINALIGHT SUNSHINE CO.,LTD.",China,City,"NO.910,9TH SECTION,JINSONG CHAOYANG DISTRICT,BEIJING,CHINA,Chaoyang District,City,Beijing,China",http://www.chinalight.com.cn/,bulbbulbbulb
"CHINAPACK NINGBO IMPORT & EXPORT CO.,LTD.",China,Ningbo,"4TH FLOOR,NO.138 WEST ZHON GSHANROAD,NINGBO.,Ningbo,Zhejiang,China",http://WWW.CHINAPACK-NB.COM,"extractor fan , ventilation fan , ventilating fan , exhaust fanhead lamp 5w whited led+2 red led with usb chargerMulti Extension socket with Power Switch"
"CHOICE INTERNATIONAL TRADING CO.,LTD",China,Guangzhou,"RM A2101-A2104 NO.11 YIYING STREET XINGANG ROAD. MID. GUANGZHOU, CHINA,Guangzhou,Guangdong,China",http://www.choices.com.cn,"Rechargeable camping lantern, portable lighting, FM radio, lantern, emergency, rechargeable, hanger, USB output, outdoor light, usb chargingRechargeable camping lantern, portable lighting, lantern, emergency, rechargeable, hanger, USB input, outdoor light，infinite dimmingRechargeable emergency lamp, portable lighting, outdoor light, light, lamp, LED light, emergency, rechargeable, AC/DC, lighting"
"CHONGQING ARTS & CRAFTS I/E CO.,LTD",China,City,"ROOM 904 BLOCK 3 OCEAN PLAZA NO.15 PARADISE WALK JIANGBEI DISTRICT CHONGQING CHINA,City,Chongqing,China",,"SCALE, ELECTRIC SCALE, KITCHEN SCALEWaterproof Switch Socket Box"
"Chongqing Blue Jay Technology Co.,Ltd",China,City,"A-18-2, No. 88 Jianxin East Road, Jiangbei District, Chongqing,Jiangbei District,City,Chongqing,China",www.cqbluejay.com,Peltier dehumidifierAnalog Power MeterKLY-M96 Analog Max Demand Meter
"CHONGQING HUI FAN TECHNOLOGY CO.,LTD.",China,City,"Dongli International Building D 1313~1316 LongTouSi, New North Zone, Chongqing, China,City,Chongqing,China",http://www.hfteco.com,"Biometric device, computer device, fingerprint scanner, fingerprint sensor, security access control, android fingerprint scanner, Huifan , HFSecurity"
CHONGQING KAILIAN GROUP,China,City,"15/FL,CHONGQING FOREIGN TRADE BUILDING 65# NORTH JIANXIN ROAD JIANGBEI DISTRICT,CHONGQING CHINA,City,Chongqing,China",,"deep cycle battery， VRLA BATTERY, SOLAR BATTERY, UPS BATTERYfront terminal battery， storage batterysolar battery， UPS battery， backup battery， storage battery"
CHONGQING TIMEWIN ENTERPRISE LTD.,China,City,"RM1808 18/FBEAUTY VIEW TOWER NO.88 HONGSHIRO YUBEI DISTRICT CHONGQING CHINA,City,Chongqing,China",http://www.timewinauto.com,illustrationNail clipsCeramic tile cross
"ChongQing YiYu Import and Export Co.,td",China,City,"Shop 5, Building B, Huadu Commercial Building, Yuxiang Road, longtan town, Youyang County, Chongqing,City,Chongqing,China",,"uninterruptible power supply , pure sine wave, line-interactiveuninterruptible power supply , pure sine wave, line-interactiveuninterruptible power supply , pure sine wave, line-interactive"
"CHUNBIN CABLE GROUP CO.,LTD",China,Luoyang,"Industrical Park of Huilongwan,Guxian town, Yanshi City,Henan ,China,Luoyang,Henan,China",http://www.chunbin.com,"AAC, AAAC, ACSRAerial Bundled Cable, ABC, Aerial Insulated CableH05VV-F , Flexible Wire, Multicore Cable"
"CIXI CITY RIXING ELECTRONICS CO., LTD",China,Ningbo,"JIETANG INDUSTRIAL PARK, TIANYUAN, ZHOUXIANG TOWN, CIXI, ZHEJIANG,Ningbo,Zhejiang,China",http://www.qjsolar.com,"375w solar panel, high efficiency, ECONESS, new energymono solar panel, high efficiencypoly solar panel"
"CIXI DONGGONG ELECTRIC APPLIANCE CO.,LTD.",China,Ningbo,"YANPU,GUANHAIWEI,CIXI,ZHEJIANG CHINA,Ningbo,Zhejiang,China",,拖线板-30延长线-3ADAPTOR
"CIXI ZHONGFA LAMPS CO.,LTD.",China,Ningbo,"NO.188,2ND  XINGCI ROAD, ECONOMIC DEVELOPMENT ZONE, CIXI CITY ,NINGBO,CHINA,Ningbo,Zhejiang,China",http://www.zflamp.com,LED Wall LightLED Floodlight LED WALL LIGHT
"CLION ELECTRIC CO.,LTD",China,Wenzhou,"NO.319,WEI 18 RD.,YUEQING ECONOMIC DEVELOPMENT ZONE,YUEQING CITY,ZHEJIANG PROVINCE,325600 CHINA,Wenzhou,Zhejiang,China",http://www.electrical-relay.com/,"Micro SwitchThree Phase Solid State Relay, SSRNNC67E, T90"
"CN Cable Group Co.,Ltd.",China,Zhengzhou,"NO.80 DIANCHANG ROAD , HIGH-TECH. INDUSTRY ZONE, ZHENGZHOU , P.R. CHINA,Zhengzhou,Henan,China",http://www.cncablegroup.com,"BARE CONDUCTOR, ACSR, AAC, AAAC, ACAR, BCC, GUY WIRE, STAY WIRE, OVERHEAD CONDUCTOR, CCS CONDUCTORBARE CONDUCTOR, ACSR, AAC, AAAC, ACAR, BCC, GUY WIRE, STAY WIRE, OVERHEAD CONDUCTORSPECIAL CABLE, Alarm Cable, HEATHING CABLE, INSTRUMENT CABLE, CATHODICA PROTECTION CABLE, MINING CABLE, CRANE CABLE, VFD CABLE, HEATING CABLE"
CNBM International Corporation,China,City,"FLOOR 17TH,NO.4 BUILDING, ZHUYU INTERNATIONAL COMMERCIAL CENTERNO.9 SHOUTI SOUTH ROAD, HAIDIAN DISTRICT, BEIJING,City,Beijing,China",https://www.icnbm.com/https://www.okorder.com,"solar system for homeSolar light, solar street light, PV light, Solar powered light, Garden light"
"CNCCC Sichuan Co., Limited",China,Chengdu,"698,6F,TOWER 1,NO 1388,TIANFU AVENUE,HIGH-TECH DISTRICT CHENGDU,Chengdu,Sichuan,China",http://www.monterey-sc.com,"wall switch socket goldan，electrical light wall switch classical，light switch,3 gang 1 waycomputer socket,wall socket glass，wall socket light，rj45 wall socket cat 6，TV Wall SocketModern Electrical Wall Switch，Simple Wall Switch，Wall Switch Wenzhou"
"CNLIGHT Co.,LTD",China,Foshan,"A ZONE, SHISHAN TECHNOLOGY INDUSTRY ZONE, NANHAI DISTRICT, FOSHAN CITY, GUANGDONG,Foshan,Guangdong,China",http://www.cnlight.com,LED BULBLED LAMPLED LAMP
"COMPLANT ZHEJIANG IMPORT-EXPORT CO.,LTD",China,Hangzhou,"3FLOOR,A DEPARTMENT,COMPUTER MANSION,NO.70 GENSHAN WEST ROAD,HANGZHOU.CHINA,Hangzhou,Zhejiang,China",http://,"solar street lightsolar street lightsolar light, solar street light"
"Cononlux Technology Co.,Limited",China,Shenzhen,"Block B.Liyuan Industrial Park,Shiyan Town.Baoan District.Shenzhen.China,Shenzhen,Guangdong,China",http://www.cononlux.com,table light
"CSI Solar Co., Ltd.",China,Suzhou,"199 LUSHAN ROAD, SUZHOU NEW DISTRICT, JIANGSU, CHINA, 215129,Suzhou,Jiangsu,China",https://www.csisolar.com/,"Solar Panel, Solar Module"
"CULTHBERT CO.,LTD.",China,Changhzou,"3F, 2BLD, NO.1-5 CHUANGXIN ROAD, NEW AREA, CHANGZHOU, JIANGSU, CHINA,Changhzou,Jiangsu,China",http://WWW.CZKAIBO.COM,Cabinet Light LED DOWN LIGHT SPOT LIGHTled bulb
"DALIAN EVERSHINE INTERNATIONAL CO.,LTD.",China,Dalian,"69 QIYI STREET DALIAN CHINA,Dalian,Liaoning,China",http://chinaevershine.com,Rechargeable Spot light1200Lumens Aluminum FlashlightRechargeable camping lantern
"Dalian Jingbo International Trade Co.,Ltd.",China,Dalian,"ROOM A 2102, FUHONG MANSION, CHANGXING STR.NO.137,SHAHEKOU DIST.,DALIAN,Dalian,Liaoning,China",http://www.dlquartz.com,"quartz, Spiral tubeQUARTZIndustrial and mining lamp"
Dalian Kaixing International trade Company,China,Dalian,"NO.61 RENMIN ROAD DALIAN,Dalian,Liaoning,China",http://www.dlchem.com,Energy saving light
"Dalian Kingo lighting Co., Ltd",China,Dalian,"NO.38,XIANGLUJIAO STREET,XIGANG DISTRICT,DALIAN,CHINA,Dalian,Liaoning,China",www.chinajingu.com.cn,LED ANIMAL DECORATION LIGHTLED ANIMAL MODELLING LAMPLED PLANT DECORATION LIGHT
"DALIAN LUMING LIGHTING CO.,LTD.",China,Dalian,"ROOM 2111,NEWWORLD MANSION NO.43 RENMIN ROAD ,ZHONGSHAN DISTRICT ,DALIAN,CHINA,Dalian,Liaoning,China",http://www.cnoriental.cn,"lamp, table lamp, tiffany lamplamp, table lamp, tiffany lamplamp, table lamp, tiffany lamp"
Dalian Powtran Technology CO. Ltd.,China,Dalian,"No.11, renxian street,, qixian ling, high-tech District, Dalian, China (116023),Dalian,Liaoning,China",http://www.powtran.com,"frequency inverter; low voltage inverter; ac motor invertert; 220V single phase inverterPR5200+  Soft starter PR5200+ 011G3 380v 11kw , soft starterhot sell"
"DALIAN YAMEI HANDICRAFT CO.,LTD.",China,Dalian,"NANGOU VILLAGE YINGCHENGZI TOWN GANJINGZI DISTRICT DALIAN P.R.CHINA,Dalian,Liaoning,China",http://www.dl-yamei.com,lamplamplamp
"DALIAN YELLYEAR IOT TECHNOLOGY CO.,LTD",China,Dalian,"ROOM 1807, SHANGDING BUILDING, NO.4 SHANGHAI ROAD, ZHONGSHAN DISTRICT, DALIAN CITY,Dalian,Liaoning,China",,LED makeup mirrorLED makeup mirrorLED makeup mirror
"Dalian zhongtian international freight forwarding co.,ltd.",China,Dalian,"NO.34-8 ANMIN STREET,ZHONGSHAN DISTRICT, DALIAN  LIAONING,Dalian,Liaoning,China",http://www.dlzt.com.cn,LAMPLAMPLAMP
"DanYang FeiPeng Electrical Appliance Co., Ltd",China,Zhenjiang,"FEIDA INDUSTRIAL ESTATE HOUXIANG TOWN, DANYANG CITY, JIANGSU PROVINCE, CHINA,Zhenjiang,Jiangsu,China",http://cn-fpdq.com,"extension cords, ac power cord, power cord, extension cable, power cableheating element , stainless steel heating element, water tank heating elementimmersion heater, water heater, electric water heater, instant water heater, electric heater "
"DANYANG HUADONG ILLUMINATION LAMP CO., LTD.",China,Zhenjiang,"NO.2 LAMP CITY STREET, JIEPAI TOWN, DANYANG, JIANGSU, CHINA.,Zhenjiang,Jiangsu,China",http://www.hmostar.com,"LED Garden light 60W 80W 120W LED MODULE, 40W LED MODULE, LED MODULE STREET LIGHTLED MODULE, 40W LED MODULE, LED MODULE STREET LIGHT"
"DEEM Electronic&Electric Material Co.,LTD",China,Dalian,"Building 21,No.77 Gangxing street Development zone ,Dalian city ,Liaoning province,Dalian,Liaoning,China",www.china-deem.com,Heat shrinknon slip tubeNylon braid sleeveDual wall heat shrink tube
"DFUN (ZHUHAI) CO.,LTD",China,Zhuhai,"No. 1, Keji 4th Road, Innovation Coast, Tangjia High-tech Zone, Zhuhai City, Guangdong Province,Zhuhai,Guangdong,China",,Battery Monitoring SystemBattery Monitoring SystemBattery Monitoring
DLLK  COMPANY,China,Zhuhai,"ROOM.505A,JINMONG LANE NO.33,XIANGZHOU DISTRICT ,ZHUHAI,GUANGDONG,CHINA,Zhuhai,Guangdong,China",,"Rechargeable  TorchRechargeable  Torch16“ Rechargeable stand fan, WITH usb"
"Dongguan City TianHua Co., Ltd.",China,Dongguan,"NO.3, ROAD 2, JINQIANLIN INDUSTRIAL ZONE, JITIGANG VILLAGE, HUANGJIANG TOWN, DONGGUAN CITY, GUANGDONG PROVINCE, CHINA 523757,Dongguan,Guangdong,China",http://www.tianhualighting.com,table lamptable lampfloor lamp
"Dongguan Dagin Electrical Co.,Ltd",China,Dongguan,"8th Building,District 4, Zhonghanqiao Industrial park,Wangniudun Town,Dongguan City, Guangdong Province,P.R.China,Dongguan,Guangdong,China",http://www.daginelectrical.com/,Electrical device
"DONGGUAN DONGHING e-COMMERCE CO., LTD.",China,Dongguan,"ROOM 101,UNIT 1,NO.1,TONGLI ROAD,  DONGCHENG, DONGGUAN, GUANGDONG,CHINA.,Dongguan,Guangdong,China",,"portable sterilizer lamp, sterilizer , sterilizer lamp, home using sterilizer lamp, mask sterilization, phone sterilizer, room sterilizerdecoration light, led decoration light, outdoor decoration, indoor decoration, holiday decoration light, rgb pixel light, led decoration lightdecoration light, rgb decoration light, outdoor decoration light, curtain light, rgb pixel light, holiday decoration light, christmas decoration light, led light"
"dongguan k.l.t & casine electronic technology co.,ltd",China,Dongguan,"NO.37, HEHE ROAD, XIANGXI INDUSTRIAL PARK, LIAOBU TOWN,DONGGUAN,Dongguan City,Dongguan,Guangdong,China",http://www.casine.com.cn,"Night Light, casine, KLT, LED NIGHT light, LED night lampDesk lamp, LED desk lamp, LED lamp, lamp, LED light, desk light, KLT, CASINE, folding lampdesk lamp, led desk lamp,table lamp, desk light, USB rechargeable desk light, desk light with usb rechargeable"
"DONGGUAN LEZARD ELECTRICAL CO.,LTD",China,Dongguan,"XIANG SHAN INDUSTRIAL ZONE,XIANG SHAN MIDDLE ROAD,NO:38 C BLOCK,DALANG TOWN,DONGGUAN CITY,GUANGDONG PROVINCE,Dongguan,Guangdong,China",http://www.lezard.com.tr,"switch, socket, lezard, schuko, German, Frenchswitch, socket, lezard, schuko, German, Frenchswitch, socket, lezard, French socket, schuko socket"
"Dongguan liushi electronics co.,Ltd",China,Dongguan,"liushi lndustrial park,no.13 Huangcun Gongye Road ,Humen,Dongguan,Guangdong,China,Dongguan,Guangdong,China",www.dgliushi.com,"Stacking, energy storage, connectors"
"DONGGUAN MINGYING IMPORT AND EXPORT CO.,LTD.",China,Dongguan,"E ROOM,5/F,JINMA BLDG,NO.120 GUANTAI ROAD,GUANCHENG STREET,DONGGUAN,Dongguan,Guangdong,China",,"portable power station, solar generator, power supply for campingportable power station, solar generator, power supply for campingportable power station, solar generator, power supply for camping"
"DONGGUAN RUIYUAN IMP/EXP TRADING CO.,LTD",China,Dongguan,"18/F,DONGGUAN SILK BUSINESS MANSION, NO.15,GUANTAI ROAD,NANCHENG DISTRICT, DONGGUAN CITY,Dongguan,Guangdong,China",,lamplamplamp
"Dongguan Shengqi Lighting Technology Co,.Ltd",China,Dongguan,"HENGGUANG BUILDING,QISHI TOWN,DONGGUAN CITY,Dongguan,Guangdong,China",http://www.shengqilight.com,"Portable，1100 lumens of strong light, compact and powerful, originalPortable, original, flashlight, strong lightPortable, original, high brightness, flashlight"
"DONGGUAN SUNWORTH SOLAR ENERGY CO.,LTD.",China,Dongguan,"NO.1,3RD FLOOR ,BUILDING A,CHUANGFU INDUSTRIAL PARK,FIRST INDUSTRIAL ZONE,LIUCHONGWEI COMMUNITY ,WANJIANG DISTRICT,DONGGUAN CITY,GUANGDONG PROVINCE,P.R.CHINA,Dongguan,Guangdong,China",http://www.sunworthsolar.com,"solar panel, solar energy panel, pv moudlesolar panel, solar energy panel, pv moudleOff Grid Solar System, Solar Energy System, Complete Solar System For Houses"
"DONGGUANG MINXING CABLES CO.,LTD",China,Dongguan,"HONGYING INDUSTRIAL PARK, LONGPING HIGHWAY,FENGGANG TOWN, DONGGUAN CITY, GUANGDONG PROVINCE,CHINA,Dongguan,Guangdong,China",http://www.chinamxc.com,NISPTSPT-1RVV
"donghai yifeng lamps co., ltd",China,Lianyungang,"NO.9,JINGCHEN RD,EAST DEVELOPMENT ZONE,DONGHAI COUNTY,Lianyungang,Jiangsu,China",http://www.dhyfdj.com,vintage led filament lights110-240V Light Chainvintage led filament lights
Donghai Yongchang lighting appliance Co. ltd,China,Lianyungang,"NO. 22, NIUFANG ROAD, NIUSHAN TOWN, DONGHAI COUNTY, LIANYUNGANG CITY,Lianyungang,Jiangsu,China",,"LED bulbs, Light Source Starry Sky Copper Wire Light, Decorative Lighting, Dining Light, LED String Light, Led String Light, sky star bulb, starry bulbs, starry light, filament lamp light, filament bulb, special lightVyongchang, Polaris"
DOORTEC TECHNOLOGY PTE. LTD,China,,"ROOM 398, NO.1 BUILDING, GUANGHUA ROAD, TONGXIANG ECONOMIC DEVELOPMENT ZONE, TONGXIANG, JIAXING, ZHEJIANG,China",www.doortec.com.cn,SENSOR DOOR   AUTOMATIC DOOR GLASS DOOR SYSTEMAUTOMATIC DOOR   SENSOR DOOR  SWING DOOR OPERATOR
